tweet,shock_annotator_sentiment,anger_annotator_sentiment,confusion_annotator_sentiment,sadness_annotator_sentiment,indifference_annotator_sentiment,disgust_annotator_sentiment,fear_annotator_sentiment,implicit,explicit,Abusive,Not Abusive,Very Abusive,Very Strongly Abusive,target_groups,tweet_length,special_characters
@user @user He\'s correct it\'s gonna be retarded. All of his music could fit that guide line. This generation of rap is shit,1,1,1,0,1,1,0,1,0,1,0,0,0,1,25,False
@user Who\u2019s cleamson retard?,1,1,0,1,1,1,0,1,0,1,0,1,0,1,5,False
@user @user As opposed to Hillary? You\u2019re such a shirt lifting mongoloid,0,0,0,0,1,1,0,1,0,1,0,0,0,1,13,False
@user Yeh cunt x,1,1,0,1,1,1,0,1,0,1,0,0,0,1,4,False
@user kys faggot no one likes you,1,0,0,1,0,0,0,1,0,1,0,0,0,1,7,False
@user fuk u ya fukin pussy ass Bitch. Go home faggot ass Bitch. Yo momma won\u2019t watch ya podcasts. #FukU,1,0,0,1,0,0,0,1,0,1,0,0,0,1,21,False
yeah ok nigger @URL,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4,False
I\'ll donate a fiver if you call @user a Tory hating cunt. #StandUpToCancer @URL,1,1,0,0,1,1,1,1,0,1,1,1,0,0,15,False
@user No. We are not accepting the integration of illegal aliens into our communities.,1,0,0,1,0,0,0,1,0,0,0,1,0,1,14,False
@user @user And Obama was a member of the ?ching chong ? Club with photos of him blazing the Ganga,1,0,1,1,1,1,0,1,0,1,0,0,0,1,19,False
@user @user I\'m middle aged. I love you too white women. It\'s okay to be white.,0,1,1,1,1,1,0,1,0,1,0,0,0,2,18,False
Tyronn Lue is a retard,1,0,0,0,0,1,0,1,0,1,0,1,1,1,5,False
@user Tweety bird doesn\'t live in a nest you mongoloid watch the show,1,0,0,0,0,1,0,1,0,1,0,0,0,1,14,False
There are public dinosaurs and private dinosaurs. And you\'re a faggot.,0,0,0,0,1,1,0,0,1,0,0,1,0,1,12,False
@user @user You senseless unthoughtful cunt. A father husband and son may of died and all you care about\u2026 @URL,0,0,0,0,1,1,0,1,0,0,0,1,0,1,21,False
It\'s okay to be white and celebrate Australia Day #auspol,1,0,0,0,1,0,0,1,0,0,1,0,0,1,11,False
@user He is a mass murderer who did not cross over with a caravan did not come from a \u201cshithole\u201d countr\u2026 @URL,1,0,0,0,1,0,0,1,0,1,1,0,1,1,24,False
keelah lil drunk ass retarded \ud83d\ude02\ud83d\ude02\ud83d\ude02,0,0,0,0,0,1,1,1,0,0,1,0,0,1,11,False
Call me a dirty spic and shove a nail in my toenail plz @URL,0,1,0,0,1,0,0,1,0,1,0,0,0,3,14,False
iron lung blimp by cat soup @URL,0,0,1,1,1,1,1,1,0,1,0,0,1,1,7,False
@user @user I wonder what the spic gets out of it?,0,0,1,1,1,1,1,1,0,0,1,0,0,2,11,False
yeah leave me alone faggot!!!!!!\ud83d\ude24 @URL,0,0,1,1,1,1,1,0,1,0,0,1,0,0,8,False
@user Will you accept American refugees yet? I\'m afraid it\'s not safe for millions of Americans to stay in our co… @URL,0,0,1,1,1,1,1,1,0,1,0,0,0,1,24,False
Niggas be mad at you cause u not retarded,0,0,1,1,1,1,1,1,0,1,0,0,0,1,9,False
@user @user @user Big mongy thinking he knows what\u2019s going on,0,0,0,1,0,1,0,1,0,1,0,0,0,1,12,False
Just Pinned to Do you like French toast? How about pumpkin spice? Lets put pumpkin and frech toast togther! Pumpkin\u2026 @URL,0,0,0,1,1,0,0,1,0,1,0,0,0,2,22,False
@user prolly thank the mentally retarded fnbse like srsly? comparing a global legend with a glassy dough poin\u2026 @URL,0,0,0,1,1,0,0,1,0,1,0,0,0,1,20,False
@user @user Ok ching chong,0,0,0,0,1,1,0,1,0,1,0,1,0,2,5,False
@user Not retarded just a nihilist,1,0,1,1,1,0,1,1,0,0,1,1,0,2,6,False
@user @user That so-called \camo\ is designed either by a colour-blind person or a utter retard if neithe\u2026 @URL,1,0,1,1,1,0,1,1,0,1,0,0,0,1,22,False
@user he doesn\'t he called me a faggot then stole my wall in a burger king bathroom once,1,0,1,1,1,0,1,1,0,1,0,0,0,2,19,False
Don\u2019t get me wrong he has some good music but give a retard some money and... @URL,1,0,1,1,1,0,1,1,0,1,0,1,1,1,18,False
Kavanaugh will get rid of illegal aliens,0,0,0,1,1,0,0,1,0,1,0,0,0,1,7,False
@user @user @user dont compare us with your mongol nation. u can compare ur nation with kur\u2026 @URL,0,0,0,1,1,0,0,1,0,1,0,1,0,2,19,False
Wetback spic.. come on racists. You can do better than that. These don\'t offend me and shouldn\'t offend my people.\u2026 @URL,0,1,0,1,0,0,0,1,0,1,1,0,0,2,24,False
nicki\u2019s so powerful! so we can call c*rdi and tell how retarded she is! \u2764\ufe0f\ud83d\ude48\u2728 @URL,1,1,0,1,1,1,0,1,0,1,0,0,0,1,22,False
there\'s kib then there\'s aljun then there\'s brandon then there\'s balti then there\'s encho then there\'s dyke gOISE,0,0,0,0,1,1,0,1,0,1,0,0,0,2,24,False
@user What a shame I was born in such a shithole country. A Barrister at Law who studied hard to protect the r\u2026 @URL,0,0,0,0,1,1,0,1,0,1,0,0,0,1,25,False
Which only means that El Salvador can\'t create a well-run society. Of course people want to leave shithole countrie\u2026 @URL,0,0,0,0,1,1,0,1,0,1,0,0,0,1,23,False
Al throw this geezer a party get the cunt on the dog and bone and tell him two words: Springburn Soundsystem x @URL,0,0,1,0,0,1,0,1,0,1,0,0,0,1,23,False
@user Thank you Senator Graham. I\'ve been critical of you for your support of illegal aliens but your defen… @URL,0,0,0,0,1,1,0,1,0,1,1,0,0,1,21,False
@user You looked like a twat anyways,0,0,0,0,1,1,0,1,0,1,0,0,0,1,7,False
also the show is boring even s1 riverdale was more interesting than this but it did have dyke icon cheryl blossom so,0,0,0,0,1,1,0,1,0,1,0,0,0,1,22,False
@user Yea that\'s not all he said. But it\'s apparent the social media for 5NEWS is ran by someone retarded or close to it.,0,1,0,0,1,0,0,1,0,1,0,0,0,0,26,False
If you unironically believe weed cures cancer you\u2019re retarded.,0,1,0,0,1,0,0,1,0,1,1,0,0,1,10,False
@user \ud83d\udc40\ud83d\udc40\ud83d\udc40\ud83d\udc40\ud83d\udc40\ud83d\udc40looks spic and span i want to have a go\ud83d\ude05,0,1,0,0,1,0,0,1,0,1,0,0,0,0,24,False
@user @user fucking spic,0,1,0,0,1,0,0,0,1,1,0,0,0,1,4,False
Until this bag of shit and his Republican cohort are out of office this country will remain a shithole! #VOTE @URL,0,1,0,0,1,0,0,1,0,1,0,0,0,0,21,False
@user @user so you defend someone because she was from Kenya high that\'s why Kenya is a shithole country,1,0,1,1,0,1,1,1,0,1,0,0,0,1,20,False
@user What an absolute twat,0,1,0,1,0,0,0,1,0,1,0,0,0,1,5,False
@user You made a complete twat of yourself today didn\u2019t you?,0,1,0,0,0,1,0,1,0,1,1,1,1,1,12,False
The nigger in me just jumped out @URL,0,1,1,1,1,0,1,1,0,1,0,0,0,2,8,False
@user @user @user @user Stage one of being a faggot: be Myles\nFaggot Found,1,0,0,1,1,1,1,1,0,1,0,0,0,1,14,False
@user I know you aint talmbout me spic @URL,0,0,0,1,1,0,0,1,0,1,0,0,0,1,9,False
@user I never thought I\'d see America degenerate into a true shithole country in my life. Great work Americans.,1,1,1,1,1,0,0,1,0,1,0,0,0,1,20,False
I feel like this one mutual would call me a spic behind my back,1,1,1,1,1,0,0,1,0,0,1,0,0,2,14,False
According to some people of a leftist persuasion the Mongol invasion of China was simply misunderstood; it was rea\u2026 @URL,1,1,1,1,1,0,0,1,0,1,0,0,0,1,21,False
@user just said \u201cchinaman\u201d,1,1,0,0,0,0,0,0,1,0,0,1,0,1,5,False
@user Interestingly Vanessa Beeley mostly Re-Tweets Vanessa Beeley like most narcissistic Conspiracy Theoris\u2026 @URL,1,1,0,0,0,0,0,1,0,0,1,0,0,0,16,False
When rappers say faggot&gt;&gt;,1,1,0,0,0,0,0,1,0,1,0,0,0,1,6,False
@user @user This is what the Democrats do. It\'s no wonder they support illegal aliens. Because th… @URL,1,1,0,0,0,0,0,1,0,1,0,0,0,0,19,False
Leftists stop sending me gifs of some movie reference i dont get of some twat shrugging their shoulders. Why don\'t\u2026 @URL,0,1,0,1,0,0,0,1,0,0,0,1,0,0,23,False
Had a panic attack imagining buying red dead redemption on release day then as soon as I am doing some retarded tu\u2026 @URL,0,1,0,1,0,0,0,1,0,0,1,0,0,1,24,False
@user @user @user You stupid twat why can\u2019t you see that this is an invasion to our country\u2026 @URL,0,1,0,1,0,0,0,1,0,0,0,1,0,2,21,False
@user @user Hate to say it Cochise but unfortunately twats like trump have left a stain on our credibi\u2026 @URL,0,1,0,1,0,0,0,1,0,0,1,0,0,0,21,False
@user @user @user Answer the question an I home u spic,0,1,0,1,0,0,0,1,0,0,0,1,0,1,11,False
@user @user @user read and then called you a mongoloid as you have acted as one.\n\nNow all you\'re d\u2026 @URL,0,0,0,1,0,1,0,1,0,1,0,0,0,2,24,False
@user Would Honduras and Guatemala quality as shithole countries?...,0,0,0,1,0,1,0,1,0,1,0,0,0,1,9,False
@user @user Shooter was A Nazi a leftist terrorist and a Palestinian sympathizer...,0,0,0,0,1,1,0,1,0,0,1,0,0,0,13,False
@user You calm doon soup taker you could eat an apple through a letter box,0,0,0,0,1,1,0,1,0,1,0,0,0,0,15,False
@user Say what? Not a refugee? Mexican? Not from \u201ca shithole country\u201d? (Debatable now) MS-13?,0,1,1,0,0,0,0,1,0,1,0,0,0,1,17,False
@user @user legit nilas retarded idk,0,1,1,0,0,0,0,1,0,1,0,0,0,1,6,False
@user Such a brave twat shooting a sleeping animal. When will these idiots stop.,1,1,1,1,0,0,0,1,0,1,0,0,0,0,14,False
@user Woke nigger,0,0,0,1,0,1,0,0,1,1,0,1,0,1,3,False
@user It\u2019s one of those shithole countries right?,0,0,1,0,1,0,0,1,0,1,0,0,0,1,9,False
Similarly white supremacists saying it\'s okay to be white aren\'t making an innocent statement about white people… @URL,0,0,1,0,1,0,0,1,0,1,1,1,1,1,20,False
@user ching chong and you\'re not racist... and im not even asian so you\'re not only racist but also dumb,1,1,1,0,1,1,0,1,0,1,0,0,0,1,22,False
Should have known it wouldn\u2019t be long until some soft cunt would be offended by this. @URL,1,1,1,0,1,1,0,1,0,1,1,0,1,1,18,False
@user the delete feature was retarded anyways... why would someone delete something they payed for? like if y\u2026 @URL,1,1,1,0,1,1,0,1,0,1,0,1,0,1,20,False
I liked a @user video @URL Javed Akhtar- The intellectual terrorism punctured - Aaj ki Taza Khabar,0,0,0,1,1,0,0,1,0,1,0,0,0,1,16,False
@URL follow this faggot or something @user,0,1,0,1,0,0,0,1,0,1,0,0,0,1,7,False
Oh nvm don\u2019t even respond to my other tweet you\u2019re obviously half retarded @URL,0,1,0,1,0,0,0,1,0,1,1,1,1,1,16,False
MSNBC 7 bombs sent to Democrats by conspiracy mongoloid all right dirt bags. All bombs are in tack therefore the FB\u2026 @URL,0,1,0,1,0,0,0,1,0,1,0,0,0,1,23,False
Is that guy a mentally retarded?\ud83e\udd14 @URL,0,1,0,1,0,0,0,1,0,1,0,0,0,1,9,False
Lil Xan looks like a mongoloid,0,1,0,1,0,0,0,1,0,0,1,0,0,2,6,False
@user Hes such a faggot dude I can\'t stand people like that,0,1,0,1,0,0,0,0,1,0,0,1,0,1,13,False
@user Fuck me that\'s one sick cunt,0,1,0,1,0,0,0,0,1,1,0,0,0,1,8,False
@user LOOL you obviously haven\'t heard of Australia &amp; Canada where first-generation immigrants have become MPs… @URL,0,1,0,0,1,0,0,1,0,1,1,0,0,1,19,False
Remember you can always go full retard but maybe you won\'t be back. @URL,0,1,0,0,1,0,0,1,0,0,0,1,0,1,15,False
@user @user @user @user @user You called me a raghead first. If you\u2026 @URL,0,1,0,0,0,1,0,0,1,1,0,0,0,2,15,False
@user \nbooks\nManansala\nChaucer\nbraces\nsmile\nmongoloid HAHAHAHAHA\niced coffee\natasha\nalliah and friends,1,0,0,0,1,0,0,1,0,1,0,0,0,0,14,False
La faute aux migrants!,1,1,0,0,0,0,0,1,0,0,0,1,0,1,4,False
dis dyke finna get humped after,0,0,1,0,0,1,0,1,0,1,0,0,0,2,6,False
@user Ooh kicking it old school with the \u201ctwat\u201d I love it,0,0,1,0,0,1,0,1,0,1,0,0,0,1,13,False
I\u2019m a proud member of retard gang,0,0,1,0,0,1,0,1,0,0,0,1,0,2,8,False
@user @user @user @user Stop eating shit that will be better for your health.\n#mongol,0,0,1,0,0,1,0,1,0,1,0,0,0,0,16,False
@user what a mongol,0,1,0,0,1,0,0,0,1,1,0,0,0,2,4,False
@user @user Absolutely! They belong where they originated in the raghead Arab middle eastern natio\u2026 @URL,0,1,0,0,0,1,0,1,0,0,0,1,0,3,17,False
@user @user @user These are not real women. These are feminazi’s. They demean men for fun ta… @URL,0,0,0,0,1,1,0,1,0,1,0,1,0,1,19,False
all feminazi sluts should be prosecuted for false accusations that publicly defame @URL,0,0,0,0,1,1,0,0,1,1,0,0,0,0,13,False
Karma for being an absolute shit cunt. Never forget #AVFC @URL,0,0,0,0,1,1,0,1,0,1,0,0,0,2,11,False
@user You could care less little feminazi. Screwed your way to the top with a long trail of discontent. Y… @URL,0,1,1,1,1,1,0,1,0,1,0,1,0,1,21,False
@user @user Oh fuck off you silly twat,0,1,1,1,1,1,0,1,0,1,0,0,0,1,8,False
imagine going to the cemetery to visit a loved one and u see this retard taking pictures on their grave @URL,0,1,1,1,1,1,0,1,0,1,0,0,0,2,21,False
Don\'t patronised me faggot I\'ll smoke u all like weed,0,0,0,1,1,0,0,1,0,1,1,1,0,1,12,False
So bree and I went out to eat Friday and this white lady behind us was yelling spic at bree and other derogatory te\u2026 @URL,0,0,0,1,1,0,0,1,0,1,0,0,0,1,26,False
Imagine our school having a gender swap. It would all fun until the gay boy does it. Then he\u2019d be called a \u201cfaggot\u201d\u2026 @URL,0,0,0,1,1,0,0,1,0,1,0,0,0,2,27,False
When an attempt is made to bring them to some sort of accountability (NJAC) they do a mongol like raid across the\u2026 @URL,0,0,0,1,1,0,0,1,0,1,0,0,0,1,24,False
@user @user yes i do shut up ching chong chinaman,0,0,0,1,1,0,0,1,0,1,0,0,0,2,10,False
Hate being a spoiled twat ugh.,0,1,0,1,0,0,0,1,0,1,0,0,0,2,6,False
When you get to FaceTime with your favorite actor!!!!! Looking like a total retard hahah #DEXTER FOEVAAAAA\u2026 @URL,0,0,1,0,0,1,0,1,0,1,0,0,0,1,19,False
@user @user Kavanaugh FAMILY has 24/7 secret service protection! Dr. Ford has NO Security +had to f… @URL,0,0,1,0,0,1,0,1,0,0,1,0,0,0,19,False
\u201cgirl you should go dress like a mongol pencil this halloween since you\u2019re so used to being #2\u201d \n\nLOUDER FOR THE PEOPLE AT THE BACK!!!!!,0,0,1,0,0,1,0,1,0,1,0,0,0,2,28,False
Anyone getting pissed a Man U fans for that one tweet need to stand down. It\u2019s one stupid twat looking for fame. No\u2026 @URL,0,0,1,0,0,1,0,1,0,0,1,0,0,1,26,False
Shit if your country is so great that you want to wave the flag then go back to that shithole and leave the US al\u2026 @URL,0,1,0,0,0,1,0,1,0,0,0,1,0,1,27,False
@user icicle twat,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3,False
I ain\u2019t gone say i ain\u2019t been a dumb bitch before but you bitches is xtra retarded I\u2019m talking bout short bus helm\u2026 @URL,0,1,0,0,0,1,0,1,0,1,0,0,0,2,28,False
@user Pussy soy boys emasculated by their feminazi mommy!,0,1,0,0,0,1,0,1,0,1,0,0,0,0,9,False
this is a retarded question but what\'s the Pokemon in your avatar,0,1,0,0,0,1,0,1,0,0,1,0,0,1,13,False
Note : I m not talking about refugees,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7,False
I didn\u2019t give a guy enough ketchup packets today at work and he called me a wetback spic,1,0,0,0,1,0,0,1,0,0,1,0,0,2,19,False
But half of ASIB is Gaga. Are u retarded? Did Beyonce win a golden globe or nominated for an Oscar?!? Gaga remains\u2026 @URL,0,1,0,0,1,0,0,1,0,1,0,1,0,1,24,False
@user why aren\'t you calling out the shithole countries the immigrants are coming from if these countrie\u2026 @URL,0,1,0,0,0,1,0,1,0,1,0,0,0,1,20,False
@user @user Shut up ching chong go back to making my cotton &gt;:(,0,1,0,0,0,1,0,1,0,1,1,1,0,2,13,False
Foh you mongoloid bitch @user,0,0,0,1,0,1,0,1,0,1,1,1,1,0,5,False
@user Ill dress up in black face or as a chinaman or savage injun or whatever i want to! This is America horseface!,0,0,0,1,0,1,0,1,0,0,1,0,0,2,23,False
@user Stop giving this twat attention. It\'s so obvious she\'s clout chasing,0,0,0,1,0,1,0,1,0,1,0,1,0,1,14,False
@user @user get out my mentions stinky dyke,0,0,0,1,0,1,0,0,1,0,0,1,0,1,8,False
3. The food bank director separated requests into 2 stacks: locals &amp; immigrants. How did the church respond? ‘The 1… @URL,0,0,0,1,0,1,0,1,0,0,1,0,1,1,21,False
Open your eyes Joe Buck you absolute mongoloid #RedSox,1,0,0,1,0,0,0,1,0,1,1,1,1,1,9,False
@user Yeah just a cunt. Going too far for bites. Just not needed,0,0,0,1,0,1,0,0,1,1,0,0,0,1,13,False
Racist far left Commie Sean Penn\'s Son Assaults Black Photographer and calls him a \'n*gger\' and a faggot.\n@URL,0,0,0,1,0,1,0,1,0,1,0,0,1,2,22,False
@user @user That might\'ve been the real issue with shithole countries being called shitholes. It\'s\u2026 @URL,0,1,0,0,1,0,0,1,0,1,0,0,0,1,19,False
@user Hot damn can I catch a retard candle,1,0,0,1,0,0,0,1,0,1,0,0,0,1,9,False
German mayor sets example of how to welcome refugees CJ @URL,1,0,0,1,1,1,0,1,0,0,1,0,0,1,11,False
The \u2018All Hewitt does is run around\u2019 opinion is such a mongy opinion it\u2019s unreal.,1,0,0,1,1,1,0,1,0,1,0,0,0,2,17,False
@user @user No he Is not you mongol,0,0,0,1,1,0,0,1,0,0,1,0,0,1,8,False
I hate this retarded asshole. You should be died and never aloud to walk this earth! @URL,1,0,0,1,1,1,0,1,0,0,0,0,1,1,17,False
retard exposing himself @URL,1,0,0,1,1,1,0,1,0,1,1,1,1,1,4,False
@user It\'s okay to be white!,1,1,0,1,1,1,0,1,0,0,1,0,0,0,7,False
Trifling twat waffle is honestly the best insult,1,0,0,1,1,1,0,0,1,1,0,0,0,1,8,False
@user ching chong right back ya,1,1,1,1,0,1,0,1,0,1,0,0,0,2,6,False
@user @user He\'s a fucking racist attention seeking cunt.,1,1,1,1,0,1,0,1,0,1,0,0,0,1,10,False
@user your cars ar retarded.,1,1,1,1,0,1,0,0,1,1,0,0,0,1,5,False
This cunt is what is wrong with our society @user @user get him off your format fucking disgrace from\u2026 @URL,1,1,1,1,0,1,0,1,0,1,0,0,0,1,21,False
@user @user @user doesn\'t show any leftist terrorist attacks in the last two years. Yet we\'ve got a mor\u2026 @URL,1,1,1,1,0,1,0,1,0,1,0,0,0,0,23,False
@user Laughed at how retarded this man is.,1,1,1,1,0,1,0,1,0,1,0,1,0,1,8,False
@user fucking ching chong retards,1,1,1,1,0,1,0,1,0,1,0,0,0,1,5,False
@user @user You cannot argue with a retard jerusalemofiron who lives in a beggar state stolen b\u2026 @URL,1,1,1,1,0,1,0,1,0,1,0,0,0,2,19,False
@user @user @user @user @user Oh fuck off you pompous cunt. Neil Portilo and the\u2026 @URL,1,1,1,1,0,1,0,1,0,1,0,1,0,1,17,False
I suppose it is since the oligarchy already made America a shithole the only thing left for them to contemplate is\u2026 @URL,0,1,0,1,1,1,1,1,0,0,1,0,0,1,23,False
But yet our mongy fans are to busy booing a 18 year old than booing the experienced pros that are Jones MillerBen\u2026 @URL,1,1,1,1,0,1,0,1,0,0,1,0,0,2,24,False
@user are u streamong the injun vs the retard dick measuring contest,1,1,0,0,0,0,0,1,0,0,1,0,0,1,12,False
@user couldn\u2019t you say the same thing about Lil Yachty or any rapper that used faggot in the last couple of years,1,1,0,0,0,0,0,1,0,0,1,0,0,1,23,False
Democrats don\'t want to give Brett Kavanaugh due proces rights but want to give illegal aliens all possible due pr… @URL,0,0,0,1,1,0,0,1,0,1,0,0,0,1,22,False
Nah nah we just bully these retarded ahh fortnite players @URL,0,1,0,0,1,0,0,1,0,1,0,0,0,1,11,False
@user Yeah the twat has a tweet for everything.,0,1,0,0,1,0,0,1,0,1,1,0,0,1,9,False
That’s my negro right there,0,1,0,0,1,0,0,1,0,1,0,0,0,2,6,False
i have a crush on everyone UNTIL they say some ignorant bs. the second a cute boy goes “ching chong” or “trump” or… @URL,0,1,0,0,1,0,0,1,0,1,0,0,0,1,24,False
@user And when a White Nationalist say heritage and it\'s okay to be white it has a difference meaning to them.,1,1,1,1,1,0,0,1,0,1,0,0,0,1,22,False
Robert Bower is a leftist terrorist @URL,1,1,1,1,1,0,0,1,0,0,1,0,0,1,7,False
@user @user what is it with me nightposting and using retarded grammar,1,1,1,1,1,0,0,1,0,1,1,0,0,1,12,False
@user @user you started smoking weed like 8 months ago you old faggot,1,1,1,1,1,0,0,1,0,1,0,0,0,1,13,False
Sad STD daily raghead news from Muslims and sand people! They fight all the time the Bible says so! My Point!\ud83d\ude0e\ud83d\ude0e\ud83d\ude0e @URL,0,0,0,0,1,0,1,1,0,1,0,0,0,0,28,False
@user @user @user first off learn to type fucking mongoloid. second off u think when an artis\u2026 @URL,0,0,0,0,1,0,1,1,0,1,0,0,0,1,19,False
And that house nigger was there doing googoo gaga with her @URL,0,0,0,0,1,0,1,1,0,1,0,0,0,2,12,False
always that one cunt you just fucking hate,0,0,0,0,1,0,1,1,0,1,0,1,1,1,8,False
@user @user “youre like the only one who listens to that stuff” “nobody knows what kpop is” “ching chong music”,0,0,1,0,0,1,0,1,0,1,1,1,1,2,20,False
When I was 12 years old I was told \u201c I will rape your family you fucking nigger spic bitch\u201d because I had a 25 kill\u2026 @URL,0,0,1,0,0,1,0,0,1,1,0,1,0,2,29,False
@user ugly ass bitch learn proper English fatass bitch your ugly &amp; so is your retarded child,0,0,1,0,0,1,0,0,1,1,0,0,0,1,17,False
@user @user @user @user @user @user Listen chump.. don\'t tell non Zionist Je\u2026 @URL,0,0,1,0,1,0,0,1,0,1,0,0,0,0,16,False
terrorist leftist,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2,False
@user @user I just saw a bunch of screenshots of today\'s shooter\'s gab. He hates Trump hates Jews. A leftist\u2026 @URL,0,0,1,0,1,0,0,1,0,1,0,0,0,0,24,False
